compound_id,name,smiles,soc_code,soc_name,probability_mean,probability_sd,probability_min,probability_max,label_true
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,BLO,Blood and lymphatic system disorders,0.9418626800000001,0.028018833468219206,0.8994072,0.9705916,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CAR,Cardiac disorders,0.95916055,0.022877218801142563,0.93155473,0.98828685,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,EAR,Ear and labyrinth disorders,0.8707393079999999,0.08634735647418118,0.7366061,0.94873154,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,END,Endocrine disorder,0.3821094584,0.3551041503183117,0.041713912,0.7859753,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,EYE,Eye disorders,0.947312872,0.022981949328324397,0.92620766,0.9837049,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,GAS,Gastrointestinal disorders,0.97508751,0.009719956209826798,0.95982623,0.98605317,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,HEP,Hepatobiliary disorders,0.9173075159999999,0.06079213918038112,0.81110674,0.96234846,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,IMM,Immune system disorders,0.93087918,0.025492686032409357,0.9017116,0.9615255,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,INF,Infections and infestations,0.9489357820000001,0.022538268042367846,0.9218938,0.97138375,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,MET,Metabolism and nutrition disorders,0.9513438220000001,0.026406020926285342,0.9146142,0.98139215,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,MUS,Musculoskeletal and connective tissue disorders,0.957134652,0.022067098537626555,0.9341488,0.98146486,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,NER,Nervous system disorders,0.9800303680000001,0.009417142118746544,0.9705467,0.9912944,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,PSY,Psychiatric disorders,0.9483750000000001,0.03540917544453413,0.90591794,0.9850695,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,REN,Renal and urinary disorders,0.959977838,0.010543478013099884,0.94778425,0.97586614,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,REP,Reproductive system and breast disorders,0.8781444780000001,0.07460833052938334,0.79651994,0.96148366,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,RES,"Respiratory, thoracic and mediastinal disorders",0.96719226,0.014941057101450342,0.9491819,0.9853219,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,SKI,Skin and subcutaneous tissue disorders,0.971909398,0.011185288357191354,0.959713,0.9832204,1.0
PAPER_CANDESARTAN_CILEXETIL_32,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,VAS,Vascular disorders,0.952535078,0.018953587113117128,0.93003213,0.97735596,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,BLO,Blood and lymphatic system disorders,0.5216069080000001,0.25428226622935574,0.29698688,0.8362755,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CAR,Cardiac disorders,0.566542668,0.20810808890303642,0.2337548,0.79663324,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,EAR,Ear and labyrinth disorders,0.339481232,0.2460788954530105,0.1439545,0.7410212,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,END,Endocrine disorder,0.255266998,0.18051661586394482,0.06461022,0.5279986,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,EYE,Eye disorders,0.559964138,0.2689135962979016,0.2764898,0.91468173,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,GAS,Gastrointestinal disorders,0.732976482,0.28277401575861705,0.26535785,0.9297764,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,HEP,Hepatobiliary disorders,0.533503838,0.2559189889507606,0.22400217,0.8321243,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,IMM,Immune system disorders,0.41062988,0.19137248729437392,0.18721683,0.62654036,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,INF,Infections and infestations,0.46789850299999997,0.2756907813357132,0.100639075,0.7354531,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,MET,Metabolism and nutrition disorders,0.608395778,0.1927337408138892,0.39655134,0.77807105,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,MUS,Musculoskeletal and connective tissue disorders,0.530424904,0.22112975927051473,0.2762582,0.77181697,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,NER,Nervous system disorders,0.723090712,0.26773192785807987,0.28619152,0.94345284,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,PSY,Psychiatric disorders,0.62707367,0.2962374823680204,0.22207168,0.8882527,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,REN,Renal and urinary disorders,0.45944967600000003,0.2656116597498981,0.21090643,0.79062295,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,REP,Reproductive system and breast disorders,0.48599441800000004,0.3272445930331983,0.16520537,0.8736669,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,RES,"Respiratory, thoracic and mediastinal disorders",0.5883955240000001,0.22875843677863913,0.2804996,0.8270459,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,SKI,Skin and subcutaneous tissue disorders,0.6167491359999999,0.2909656202089512,0.29989746,0.9029555,1.0
PAPER_CITALOPRAM_20,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,VAS,Vascular disorders,0.59987799,0.28761901678436147,0.13972089,0.84735036,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,BLO,Blood and lymphatic system disorders,0.5884807860000001,0.30273637210252446,0.21015686,0.8179936,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,CAR,Cardiac disorders,0.42336589,0.216460353607854,0.22038528,0.7626779,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,EAR,Ear and labyrinth disorders,0.34138249800000003,0.11482386102129784,0.18644862,0.4795354,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,END,Endocrine disorder,0.179802924,0.1266962643335386,0.07309286,0.3887079,0.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,EYE,Eye disorders,0.6936683579999999,0.2682640527473311,0.22141914,0.8849499,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,GAS,Gastrointestinal disorders,0.838042662,0.15019052217985904,0.58485705,0.95376956,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,HEP,Hepatobiliary disorders,0.578809126,0.2828408161476594,0.16001798,0.81712717,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,IMM,Immune system disorders,0.59333182,0.11255005296838444,0.43078944,0.72360474,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,INF,Infections and infestations,0.408084036,0.17756872770915838,0.21953103,0.6267626,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,MET,Metabolism and nutrition disorders,0.511249978,0.2366299130868204,0.25353083,0.80947727,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,MUS,Musculoskeletal and connective tissue disorders,0.45455179599999995,0.2170789068127183,0.25353682,0.69961214,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,NER,Nervous system disorders,0.8209021740000001,0.16530487776006578,0.5301095,0.9264241,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,PSY,Psychiatric disorders,0.605664274,0.22494146059661255,0.2386276,0.8065036,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,REN,Renal and urinary disorders,0.548545496,0.22041060193117465,0.23986651,0.7138289,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,REP,Reproductive system and breast disorders,0.39790205,0.2210569988558988,0.15051033,0.70846826,0.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,RES,"Respiratory, thoracic and mediastinal disorders",0.53395804,0.18059565726894003,0.33103472,0.827122,0.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,SKI,Skin and subcutaneous tissue disorders,0.8263325180000001,0.09483732114031647,0.70447177,0.91453224,1.0
PAPER_MECLOFENAMIC_150,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,VAS,Vascular disorders,0.453397686,0.2580705155302386,0.23054801,0.87341803,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,BLO,Blood and lymphatic system disorders,0.871561556,0.10639774709981825,0.7218882,0.9714036,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,CAR,Cardiac disorders,0.7309456240000001,0.20311588800166555,0.43797532,0.9532267,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,EAR,Ear and labyrinth disorders,0.41523563,0.21059176222796228,0.18255982,0.65667725,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,END,Endocrine disorder,0.285586494,0.3342485616528869,0.0839587,0.87567633,1.0
PAPER_SPIRONOLACTONE_25,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,EYE,Eye disorders,0.512030798,0.3173018306864215,0.20679165,0.8915677,1.0
